Total_Demand,RRP,Maximum_Temp,Minimum_Temp,Rainfall,Solar_Exposure
407403.53,43.24541667,18.5,9.2,0,12.2
356091.96,43.29104167,25.7,15.9,0.5,20.1
381432.46,43.2975,18.8,7.1,0,13.1
320493.94,43.30583333,29.1,20.4,96.4,22.9
385744.65,43.33125,17.7,11.3,3.2,7
313395.23,43.35083333,23.3,13.4,0,16.1
265982.45,43.35791667,24.3,13.7,0.6,12.7
226295.63,43.39666667,17.5,10.8,0,7.6
237660.28,43.40291667,29.5,12.6,0,15.7
68242.77,43.46479167,31,24.5,0,16.9
60842.98,43.48895833,17.8,3.2,0,12
59617.31,43.505,10.8,1.5,1.8,6.6
272746.87,43.51041667,13,8.1,0,5.5
394284.44,43.528125,19.4,7.3,0,11
251065.15,43.54,16,5.5,0,10
261603.65,43.545625,14.1,10.5,0.6,7.3
288352.7,43.545625,22.8,8.1,0,13.7
332433.93,43.59041667,23.9,19.2,0.1,17.3
51462.02,43.59916667,17.9,9.9,0,13.6
364424.76,43.666875,19.2,10,8,9.1
394337.77,43.66979167,20.1,10,0,9.5
238088.85,43.75020833,20.7,8.8,0,13.1
299120.62,43.841875,20.4,14.1,7.2,11.5
51277.94,43.95208333,18.3,7.8,0,20.1
57918.5,43.97395833,19,11.1,0,13.9
220841.78,43.97770833,18,4.5,0,10.7
216808.02,43.99541667,18.6,11.7,1.2,10.7
225813.89,44.04020833,17.1,12.7,0.4,9.9
346952.44,44.06729167,19.9,15.9,7.8,6.1
54414.99,44.076875,23.1,16.7,0,15.9
47731.76,44.16333333,19.4,9.3,0,23
417990.93,44.18145833,17.4,12.2,50,7.8
73559.65,44.29,14.5,4.9,0.2,10.1
352528.49,44.3,20.4,9.5,0.6,10.1
402909.58,44.37833333,19.7,9.8,0,15.6
63634.17,44.38458333,14,3.2,0,7
241469.7,44.43416667,23.2,16.5,0,18.4
402827.08,44.44125,20,13.1,53,7.7
222331.91,44.445,15.8,8.9,0.4,10.2
399014.26,44.46604167,17.7,9.5,0,9
427745.99,44.49520833,18.6,9.1,0,10.8
216742.25,44.55083333,19.2,16.2,0,19.3
313446.43,44.58854167,30,22.7,0.2,20.4
341521.86,44.59333333,26.7,23.8,13.6,7
309317.48,44.60729167,29.4,23.3,0,19.2
353587.03,44.66604167,22.9,17,6.4,10
298867.17,44.76708333,29.8,19.2,1.6,19.6
397194.98,44.82520833,18.7,10.8,0.2,15.7
348273.3,44.83145833,22,18.6,1,10.8
60235.53,44.873125,19.1,4.3,0,12
253577.67,44.884375,18.5,5.4,0,9.4
412571.27,44.90041667,17.4,8.6,0.1,11
220176.02,44.90229167,19.8,13.7,0,15.5
56434.29,44.90958333,18.2,12.5,2.2,12.7
201808.54,44.96083333,26.4,16.9,2.6,23.8
340303.99,45.056875,23.9,18,0.8,11.3
411570.18,45.0975,16,13.4,0.4,4.8
56141.79,45.11416667,14.4,7.8,0,8.2
61633.86,45.19520833,9.1,1.6,0.1,3.4
349920.38,45.23708333,21.5,17.5,17,9
288498.97,45.33,17.9,13.8,6.6,12.2
62287.91,45.3675,11.5,8.2,1,5.7
63578.77,45.41458333,15.4,9.7,0,7.2
387702.59,45.46895833,19.1,11.3,0.1,8
219548.85,45.47645833,18.5,5.1,0,10.6
413731.88,45.48208333,16.1,9.2,0,12.5
319259.93,45.51083333,24.9,16.3,0,16.2
345951.05,45.63479167,28.5,19,0,20.7
221173.63,45.64958333,26.5,9.3,0,20.6
223181.3,45.659375,16.4,5.7,0,11.1
333470.78,45.68895833,32,21.6,4.8,21
420126.8,45.69291667,19,10.8,2.2,11.7
323380.44,45.72979167,25,20.7,0.6,4.3
296585.16,45.74708333,19.7,14.3,6.6,9.2
44355.19,45.850625,19.3,13.6,5.2,8.7
251661.5,45.86541667,12.5,1.7,0,9.3
351550.96,45.86729167,23.9,17.8,0.4,10
71282.66,45.870625,15.9,12.2,1,8.7
263809.49,45.87791667,14.4,9,2.8,8.4
435959.55,45.91458333,16.2,11.4,9.4,6.2
275569.79,45.91604167,25.8,18.9,0,13.4
292553.72,45.93354167,21.9,16.6,0,8.1
366670.54,45.93854167,27.6,18.4,0.1,24.7
286269.54,46.185625,23.8,12.6,0,11.9
60332.93,46.225625,9.7,2.4,0,4.7
319423.13,46.24854167,25.2,19.9,77.6,5
50521.92,46.28125,29.5,12.7,0,18.1
286023.96,46.29979167,22.7,9,0,14.8
369428.88,46.30208333,32.3,17.4,0,21.6
71706.83,46.33708333,20.1,2.4,0,10.2
429995.72,46.33916667,18.2,8.3,0.2,10.7
404782.43,46.34416667,16.7,11.9,4.6,5.9
430235.73,46.361875,16,9.5,36.6,9
57889.97,46.37854167,8.8,2.6,29.5,7.5
69488.36,46.41166667,17.4,9.9,0,7.9
253877.08,46.42666667,13.1,6.2,0,7.9
272411.3,46.48604167,22.8,13.9,0.2,9.2
413070.32,46.53541667,16.6,12.1,1,4.1
49454.34,46.56166667,21.8,12,0,19
395835.61,46.58375,16.1,10.4,14,7.4
58113.47,46.58708333,31.9,14.5,0,28.6
251414.08,46.59125,14.1,8.5,1,12.2
57161.19,46.59979167,29.1,13.3,0,21.1
292510.24,46.60479167,23.2,16,0,8
258570.18,46.6125,14.7,6.6,3,9.8
272723.63,46.63916667,23.3,10.9,0,11.5
428737.6,46.715625,18.6,10.8,0,8.1
338736.5,46.7825,29.7,24.4,0,16.1
362560.47,46.84083333,24.5,17.8,0,22.3
280084.29,46.84104167,10.5,5.1,1.2,10
255860.71,46.85770833,16,7.5,0,10.2
47977.78,46.88458333,21.3,12.8,0,8.4
224285.08,46.9,22.3,10.3,0,21.9
207998.67,46.91541667,18.4,14.6,0.4,10.8
254533.72,46.91625,30.4,18.7,0,8.2
340263.96,46.92166667,23.3,17.5,0.8,17.3
62681.73,46.92604167,19.4,5.3,0,11.1
70098.86,46.954375,17.8,3.7,0,13.5
398089.52,46.96791667,16.4,9.2,0,15.4
195847.43,46.99708333,27.5,14.8,,16.9
349965.05,47.05270833,27.5,15,0,21.7
69758.12,47.06854167,15.3,6.3,0,9.4
288821.46,47.075625,29.1,17.2,,19.5
302247.75,47.096875,25.8,18.8,,13.4
375826.71,47.104375,26.2,19.3,3,7.4
324973.65,47.1425,23.8,17.2,1.2,7.6
436668.37,47.14416667,18.5,7.5,0,9
48162.09,47.14875,17.7,9.6,0,12.6
47597.07,47.21520833,16.3,7.8,4.2,11.2
411551.02,47.26229167,17.1,10.3,0,12.6
439711.13,47.314375,15.2,6.8,0,14
48935.84,47.32729167,21.5,19.9,2.4,12.3
296560.38,47.36708333,26.6,21.3,1,10
50265.65,47.3875,15.1,10.8,0,8.9
343771.63,47.41729167,20.9,15.6,5.8,10.8
377047.1,47.45375,20.2,12.7,0,15.4
49717.56,47.49125,24.8,11.8,0,23.6
62344.68,47.50375,12.9,3.6,0,6.8
400136.14,47.515625,16.6,11.5,1,5.4
303291.77,47.57083333,29.8,20.6,0,21.1
402407.65,47.59666667,22.7,6.4,0,16.8
54806.25,47.6,21.4,11.2,0,18
306358.68,47.64333333,30.6,20.1,0,18.8
67170.5,47.65020833,30.5,15.2,0,22.2
70944.64,47.70041667,15,5.5,0,11.3
298369.29,47.74083333,29.6,20.2,0,20.1
248379.6,47.75458333,17.1,5.9,0,7.8
76924.65,47.85291667,13.9,11.1,6.8,6.6
383008.81,47.88395833,17.1,8.8,0,16.2
208589.14,47.88479167,23.2,13.7,16.4,12
336329.34,47.888125,25.1,18.6,0,17.1
415352.55,47.89270833,31.2,21.1,21,19.6
217350.8,47.904375,19.7,11,0,11.1
72789.83,47.925,14.8,9.5,0,8.8
65465.43,47.96229167,16.5,3.5,0,10.5
436239.4,47.97125,16.4,10.7,0,8.6
393279.13,48.03041667,18,8.4,0.6,11.2
354750.09,48.05958333,23.7,17.1,5.2,15.8
219870.67,48.14854167,18.2,9,0,11.7
217898.11,48.15125,19.6,13.5,0,17.1
288924.18,48.17895833,20.9,14.3,4.6,13.4
405309.24,48.20708333,34.3,22.5,0,17.3
391485.36,48.30791667,18.4,12.1,7,9.8
61325.54,48.35208333,18.2,5.7,0,13
63620.56,48.40041667,8.6,2.1,0,4.3
229871.09,48.43625,17.9,8.5,0,15.8
67528.44,48.49875,14.7,8.9,2.2,8.1
336166.38,48.53645833,29.3,21.2,26.4,16.9
240144.18,48.53875,17.1,7.2,0,9.6
264294.7,48.54104167,27,14.8,0,19.1
336320.03,48.54458333,31.2,22,0,18.5
375672.7,48.6125,28.6,19.2,187,19.4
50230.62,48.648125,26,12.7,0,5.8
57917.35,48.65375,13.8,3.3,0,7.1
407676.38,48.81395833,18.1,8.8,0,8.1
444173.44,48.84354167,16.4,11.1,18,7
84465.28,48.85625,13,2.6,0,9.2
237015.52,48.85666667,12.5,8.9,5.2,6.5
375720.67,48.865,27.8,19.9,0.8,17.4
299032.77,48.87583333,15.1,11.4,0,6.1
250800.54,48.87708333,14.5,6.5,8.8,5.7
53544.29,48.88604167,13.4,6,0.2,9.4
223916.49,48.9275,27.6,13.6,0,17.8
67702.03,48.9275,17.1,11.8,0,9.5
242254.29,48.981875,28.3,17.7,0,9.1
217492.74,49.03625,19.5,14.7,0,15.9
66970.99,49.09104167,14.8,9.2,0.2,8.8
301486.08,49.133125,29,20,0,15.7
66448.09,49.21104167,16.8,4,0,10.5
258224.9,49.30291667,15.3,4.5,0,10.8
423958.16,49.33375,15.6,10.6,0,9.8
340322.74,49.36791667,26.7,19.7,0,12.4
269369.17,49.49354167,15.3,4.2,0,9.2
74420.17,49.500625,17.2,7.7,0,5.5
220013.94,49.51208333,20.1,13.1,0,17.6
266644.05,49.55125,13.8,9.3,0,9.3
381677.6,49.579375,21.8,19.8,0,4.8
245950.92,49.77020833,27.7,18.5,1,15
212259.33,49.89020833,34,13.3,0,21.6
375588.71,49.90770833,22.4,13.9,5,11.8
390713.69,49.92479167,22.4,11.2,0,14
402245.84,50.13416667,17.6,10.8,2.2,12.9
75787.39,50.13708333,34.4,19.5,0,16.2
65553.33,50.1875,31.9,22.3,0,21.7
339055.77,50.24708333,29.6,23,,17.7
200761.88,50.26833333,22.4,14.7,,22.8
407459.53,50.30208333,17.1,10.2,4,3.3
62856.86,50.30583333,15.2,11.3,0.2,13
218750.43,50.48104167,19.7,13.3,38.4,12.9
69736.91,50.48479167,16.9,10.9,9.2,9.4
320164.27,50.490625,28.2,20.8,1.2,11.1
57053.65,50.55291667,24.8,9.4,0,18.8
239048.82,50.56041667,11.8,7.9,0.4,6.3
61317.95,50.59708333,13.3,3.7,0,7.9
425691.49,50.61708333,19,8.2,0,12.1
67928.91,50.62479167,28.9,19.7,0,24.8
57674.63,50.68708333,26,15.3,0,22.6
230508.37,50.720625,28.2,11.6,0,19.9
421683.57,50.80458333,16.8,8.8,4.8,10.8
234250.13,50.81041667,11.5,6.8,23.6,8.6
74775.19,50.84479167,15,2.8,0,10.7
62989.7,50.91083333,20.5,14.7,0,6.3
350816.59,50.92895833,26.1,16.8,5.2,12.6
253784.52,50.97145833,14.8,9.4,0.4,7
252855.84,51.050625,13.3,6,0,6.6
251919.5,51.08666667,14.8,5.7,0,12.7
243828.88,51.11895833,18.1,11.4,1.4,11
69941.78,51.17458333,16.3,5.2,0,12.1
52684.15,51.17729167,18,5.7,0,9.5
73303.91,51.31979167,16.1,5.9,1.8,11.1
212719.91,51.383125,18.4,14.2,3.6,21.1
62675.6,51.41916667,13.1,3.1,0,8.2
227510.36,51.57145833,14.9,7.4,3.8,13
382754.86,51.64833333,26.3,18.4,22.4,9.2
367295.21,51.84104167,25.8,19.4,0,16.9
354597.73,51.9075,23.5,15.5,10,14.7
61176.23,51.940625,10.8,1,0.1,10.4
339312.59,51.94916667,25.9,22.5,3.6,11.7
51643.16,52.0275,14.7,8.9,0,9.1
57372.83,52.08416667,12.8,3.7,0.4,10.1
249237.13,52.16333333,27.7,19.1,0,17.3
242238.53,52.16541667,14.9,4.7,8.8,7.2
297717,52.199375,18.4,10.1,0,14.7
61865.69,52.21395833,13.2,9.2,0.4,14.9
436731.96,52.26208333,15.1,11.2,9,6.9
54783.23,52.30395833,16.8,8.5,0,7.6
394904.78,52.31625,16,7.9,0,8.2
65507.67,52.31833333,31.7,19.4,0,16.5
246981.71,52.38729167,15.7,9.6,5.8,9.6
429753.28,52.41083333,17.7,9.2,0,11.3
422763.8,52.455,19.3,10.5,0.2,8.8
53809.03,52.53354167,20.9,12.2,0,16.3
200051.8,52.60416667,18.3,12.2,0,14.3
280410.59,52.71625,11.3,4.7,0,9.6
362977.76,52.723125,21.8,14.3,0,15.8
64151.74,52.77916667,12.5,2,0,7.4
60454.87,52.846875,11.2,7.5,,5.7
222644.65,52.87166667,19,15.9,8.2,12.7
309490.24,52.91854167,22.8,11.2,0,14.6
52318.59,52.998125,18.7,10,0,3.6
384285.98,53.00104167,29,19.4,0.2,21.8
65776.66,53.01041667,17.1,10.4,0,11
56806.51,53.17645833,21.8,17.2,0,17
432362.89,53.23958333,15,11.4,0.8,6.5
72209.23,53.25208333,13.9,2.9,0,8.1
273745.12,53.25541667,13.8,7.9,1.2,8.8
384701.19,53.66354167,17.5,11.9,0,17
58969.34,53.729375,21.2,12.7,0,17.4
469385.45,53.753125,15,8.9,0,4
56254.22,53.830625,14.8,9.6,9,7
70639.82,53.835625,14.3,7.7,6.2,7.3
318301.75,53.85270833,32.1,24.9,,14
254262.74,53.89083333,11.1,5.8,6.4,3.8
59146.15,53.916875,13.1,5,0.3,10
58160.84,54.08708333,14.6,6.3,0.7,7.2
388504.04,54.16604167,24,20,5.6,3.8
236808.91,54.310625,16.4,11.9,1.4,9.5
63399,54.36166667,11.2,1.4,0,9.4
266201.81,54.42145833,14.9,10.1,0.4,8
387532.48,54.55916667,21.9,11.4,0,11.5
52635.74,54.603125,23.1,12.3,0,22.4
51422.22,54.694375,18.4,8.9,0,8.1
323054.4,54.72375,29.2,20.7,1.2,17.8
60745.61,54.80020833,21.4,14.3,0.2,11.2
288463.15,54.87166667,23.1,10.8,0,12.1
368316.66,54.87729167,17.9,9.9,0,13.2
395804.29,54.92125,26.7,21.6,0,11.6
392309.86,54.99520833,18.2,15.1,0,4.5
343686.49,54.99791667,30.1,23,0,22.7
265788.82,55.10958333,13.8,7.6,1,8.2
373186.42,55.19916667,30.4,20.3,16.4,23.3
56869.34,55.206875,23.4,15.8,0,11.6
288910.39,55.375625,23.6,12.1,0,13.8
216601.27,55.44541667,19.3,18.9,6.2,2.4
255127.22,55.52895833,13.7,9.4,15.2,6.6
243210.79,55.555,12.5,6.9,0,13.5
62856.23,55.71833333,8.8,2.1,0,4.9
347277.21,55.71833333,27,18.9,1.2,7.7
272636.08,55.734375,23.1,9.1,0,18.8
255890.62,55.87541667,15.9,9.4,1,10
58264.73,55.9575,12.9,2.4,0.8,10.6
340364.91,55.96,30,21.9,30.8,9.7
332987.71,55.97479167,23.2,14.2,0,16
333479.39,56.0575,30.5,21.7,36.6,22.1
245238.11,56.18895833,23.7,16.8,4.8,5.4
239469.27,56.1925,20.3,15.4,57.2,4.3
435455.21,56.2075,15.2,9.5,0,7.5
57209.27,56.4,13.9,10.1,18.8,4.1
49646.04,56.47708333,22.8,6.6,0,16.3
215375.02,56.481875,21.7,15.9,6.4,13.3
68083.6,56.7,16.4,6.6,2.4,8.8
265142.66,56.84604167,13.5,7.4,0,7.3
59273.58,56.905625,14.5,4.5,0,8.8
423104.11,56.92833333,18.4,11.1,0,6.4
60978.01,56.96229167,10.9,4.4,6,4
344932.73,57.03666667,25.5,17.7,0,18.5
222069.49,57.09375,15,10.7,0.4,9.9
351046.97,57.13770833,25,20.1,1.2,23.4
237618.16,57.160625,17.6,8.5,1.4,15.1
218087.73,57.191875,21.4,12.2,,16.9
265440.79,57.32479167,15.6,9.6,0.4,8
74819.68,57.360625,14,7.7,1.4,6.3
420999.72,57.45854167,20.1,7,0,11.2
373043.95,57.58083333,33.8,24.7,0,24.8
224404.29,57.58833333,18.7,14.2,0,15.2
77208.03,57.59270833,13.9,5.1,0.2,10
76325.2,57.67104167,14.8,10.9,2.6,6.8
56251.68,57.68854167,14,5.6,0,8.9
57943.84,57.70395833,12.4,5.3,0.6,6.9
235011.25,57.794375,23.5,13.6,0,7.1
288125.22,57.88875,12.7,3.3,0,5.8
354115.76,58.1325,25.7,19.8,0,9
378491.55,58.14208333,26.8,20.8,43.6,16.5
70303.88,58.17041667,14.5,8.1,0.2,12.8
336504.58,58.23854167,30.5,23,,19.7
344385.99,58.29833333,32.4,22.4,,25.6
260238.82,58.331875,15.1,8.7,2.4,7.4
75566.61,58.50916667,13,3.7,0.2,11.2
267645.4,58.54895833,13.5,6.1,0,10.5
60002.91,58.593125,21.9,14.3,0,11.5
82802.16,58.59666667,12.8,0.3,0,10.1
58676.84,58.90770833,14,5.9,0,6.3
61505.76,59.000625,18.7,7.4,0,16.3
64144.88,59.11,23.3,16,0,7
274736.93,59.13020833,14.6,4.1,0,9.4
413838.25,59.19979167,39.6,20.8,0,23.5
247116.85,59.21979167,31.6,18.4,5,10.6
57632.91,59.26,23.2,10.9,0,17.9
243041.14,59.27416667,16.3,9.5,0,10.4
76792.38,59.278125,15.5,7.4,0,9.1
66313.94,59.299375,13.4,0.4,0.1,10.4
238356.24,59.30395833,21.8,17.6,0.2,7.3
267337.87,59.5675,14.2,7.7,0,7.6
73307.77,59.64770833,14.2,4,0,8.9
72890.89,59.65666667,15.6,4.8,0,10.7
56701.6,59.69291667,14.8,4.4,0,8.5
73861.12,59.76208333,15.6,8.3,0,7.7
397658.47,59.8075,30.6,20.8,0,26.6
259769.5,59.958125,12.7,9.7,0,7.9
254221.16,60.006875,25.9,19.5,0,19.1
57131.93,60.22479167,26.4,14,1.4,16
370946.73,60.25166667,34.5,23.4,0,29.6
55643.66,60.29916667,13.9,9.2,1.2,4.1
58923.89,60.44729167,13.8,5.7,0,7.7
64663.23,60.45145833,10.1,0.5,0,7.2
309583.31,60.47958333,17.3,12.8,0,6.6
237674.1,60.51479167,14.2,9,6,8.3
53701.7,60.70270833,30.6,12.6,0,25.7
403094.98,60.77291667,30.6,20.9,0,25.9
341726.82,60.79625,32.2,23.9,1.8,25.1
75348.09,60.836875,9.9,2.9,0.2,10.1
232605.33,60.86895833,20.7,12.4,24.6,4.2
54765.48,60.98604167,14.2,6,0,9.5
63565.79,60.98791667,14.7,7.5,0,12.1
246703.69,61.0425,25.6,15.2,0,26.4
64324.83,61.23854167,12.6,3.3,1,7.3
65565.57,61.25645833,10.7,3.3,0,4.4
249585.95,61.26291667,12.6,4.5,0,8.8
50844.33,61.61979167,20.3,9.2,0,17
265167.28,61.65666667,14.2,8,0,11.3
415078.55,61.73770833,19.1,10.5,0,8.8
236149.13,61.78125,16.5,10.7,6.4,11.5
221983.25,61.895625,23.1,11,0,15.2
76151.71,61.97354167,15,9,0,9.4
58855.44,62.15729167,19.7,11.9,4,16.4
62787.47,62.31479167,10.8,1.6,0,9.7
76165.5,62.39416667,11.8,4.9,0,12.3
350156.15,62.39895833,25.2,19.8,0,8.6
248124.97,62.51145833,17.6,12.1,0,6.7
364901.79,62.543125,32.4,22.9,0,25.6
418356.09,62.61833333,31.8,20.8,0.4,21
55129.09,62.624375,22.3,15.6,0.6,22.2
61688.8,62.676875,10,3.8,2.4,5
71744.96,62.77395833,16.8,10.5,0.2,8.8
58621.47,62.88520833,12.8,5.3,2,9.4
61837.95,62.900625,12.1,4.1,0,5.3
340352.97,62.98645833,33.4,21.7,,26.2
267939.38,63.01104167,14.6,10.2,0.6,8.5
380658.08,63.01166667,16,9.4,20.4,10.1
67222.29,63.10020833,19.5,3.7,0,12.1
333104.32,63.411875,31.6,22.7,0,24.1
76133.71,63.66375,15,2.5,0,10.7
57871.46,63.765,12,3.8,2,8
358900.63,63.92583333,26.3,18.5,0,22.2
446363.26,64.03833333,26.2,23.4,0,21.4
63207.83,64.13395833,12,2.7,0,8
62454.81,64.48333333,12,5.8,0,4.9
306367.36,64.53020833,19.2,13,0,7.9
74030.61,64.83708333,13.9,1.1,0,10.6
56947.24,65.04416667,15.5,7.4,0.2,6.2
65693.85,65.07479167,16,3.9,0,12.2
72022.4,65.2325,16.6,2.2,0,11.4
58209.26,65.46208333,14.7,5.5,0,11.4
331308.38,65.58833333,26.6,21.9,46.8,8.6
268082.46,65.67395833,16.9,6.4,0,7.9
386962.17,65.71041667,25.5,21.1,5,26.1
415461.87,65.74583333,16.7,8.9,22.8,5.5
355079.97,65.90083333,32.8,21.9,1.4,26.3
60609.88,66.15979167,10.8,4.4,,8.9
261095.47,66.39291667,16.3,8.6,0,9
76642.45,66.585,16.1,0.9,0,11.1
69762.39,66.61916667,16.3,2.9,0,9.3
360093.31,66.77166667,31.9,22.9,0,26.3
270593.6,66.838125,14.7,6.2,0,9.4
57224.21,67.33416667,15.6,6.9,0,8.2
73848.31,67.35729167,15.4,10.1,3.2,6.3
363422.35,67.72895833,24,18.2,0,22.5
270532.33,68.12,17.2,5.7,0,8.5
246029.11,68.123125,12.8,5,0,7.2
260944.4,68.18895833,13.6,9.1,12.6,7.8
281670.35,68.57291667,12.8,5.5,6.6,10.8
249280.18,68.91208333,18.1,10.7,0.8,7
67708.86,69.26,16.3,9.7,0.6,10.7
390900.72,69.63020833,24.8,20.2,0.6,11.4
66005.61,69.83291667,19.5,3.8,0,11.5
76171.45,70.066875,16.7,8.1,3.4,7.7
436682.75,70.088125,15.6,8.6,0,12.3
329668.35,70.45020833,33.1,21.6,0,29.7
64557.79,70.75791667,24.8,18.3,0,27.5
256834.44,70.84979167,12.2,4.3,0,9.6
264211.5,71.09479167,17.1,3.4,0,11.3
436782.21,71.486875,19.6,7.6,0,11.8
50833.11,71.53645833,19.1,8.7,0,25
53903.9,71.94583333,27.5,13.9,0,28.9
286218.71,72.03,12.8,3.1,0,7.4
272510.67,72.15895833,13.1,8.1,1.2,5.8
403905.55,72.44145833,27.5,20.9,8.8,13.7
76525.4,72.94375,14.9,4.3,0,10.7
63225.47,73.74541667,12,4.6,0,5.4
399017.49,74.25895833,20.1,13.2,8.4,10.8
278274.37,74.34479167,31.7,19.4,0,26.7
71224.47,74.40979167,13.6,8.1,1.4,8.8
65415.26,75.01604167,21,20.2,24.6,6.5
347410.59,75.16416667,31.3,25.6,,13.2
279711.26,76.32125,33.7,20.3,0,10.6
81589.84,76.39854167,12.3,7.2,0,5.7
277254.22,77.95791667,15.7,4.9,0.2,9.4
64398.63,79.14604167,20.1,5.9,0,16.3
50212.17,79.26854167,24.5,13.6,0,24.6
260177.9,79.26916667,11.4,7.3,0.4,3.3
75536.58,79.583125,15.5,4,0,11.5
433838.1,79.78,18.1,7.2,0,12.5
56497.44,80.238125,12.2,4.1,9.6,4.9
423099.19,80.30270833,14.9,6.2,0,15.4
78275.6,80.37416667,15.1,2,0,12
71475.1,80.86833333,13.9,1.7,0,16
276875.71,81.15833333,13,3.6,0.2,11.2
263712.63,83.695625,29.3,23.5,1,1.8
286317.78,84.01041667,11.5,4.2,0,8.7
280529.04,84.16375,11.8,8.9,1.6,4.8
327566.25,85.19916667,32.2,22.5,0,27.5
258644.62,85.24395833,14.5,6.1,0,12.8
414436.69,86.9825,19.1,6.4,0,16.7
85222.77,87.29,11.6,7,0,7.8
83981.2,88.54729167,13,2.7,1,8.5
51085.17,89.160625,23.3,12.7,0,24.4
58970.5,89.54375,11.9,1.5,1.6,9.1
277332.21,89.65083333,13.3,8.1,0,8.4
61231.78,89.69354167,25.9,18,0,18.4
280172.21,90.21770833,12.9,7.2,0.8,8.1
282888.89,93.11,16.9,4.5,0,9.1
284952.73,98.26541667,12,8.1,2.4,7.5
55876.11,98.4425,15.3,7.2,0,3.4
85156.35,100.2660417,15.5,0,0,10.1
275591.59,110.0491667,16.7,3.9,0,8.8
416480.85,111.881875,17.6,13.3,4.8,5.8
408180.12,112.4072917,17.8,8,0,16.4
415314.24,115.5260417,17.3,10.3,5.4,10.4
58600.17,119.0125,13.3,5,0,7.1
283142.59,119.0360417,15.3,2,0,9.3
62308.67,119.1295833,13.5,5.1,0,7
59741.27,119.75375,12.4,0.9,0,7.6
84188.47,121.0920833,14.3,-0.4,0,10.6
269969.58,121.6064583,12.4,6.3,5.6,12.8
78246.73,128.7322917,12.8,6,0,11.8
83921.98,130.2089583,14.6,0.7,0,9.9
74229.53,185.731875,27.7,19.5,0,27.9
511351.5,185.915625,37.6,24.2,0,29.6
66083.58,206.980625,23.3,19.3,0,10.4
61394.03,246.6741667,25.6,13.1,0,26.9
69258.5,261.9485417,25.9,17.3,0,27.5
50381.24,273.0854167,22.4,14.3,1.8,23.5
